Date,Latitude,Longitude,NDVI,NDWI,NDDI,Temperature_C,Precipitation_mm,Soil_Moisture,Cloud_Cover,Data_Quality,Recorded_At
2025-05-25,25.3176,82.9739,0.8624887655787074,0.43850312373254346,0.325894146840557,43.94179464228611,125.94940958441114,0.46930899999633524,2.0796227961377522,Good,2025-11-21 10:54:02
2025-05-26,25.3176,82.9739,0.847840281483981,0.30910379650904246,0.4656547323038561,44.11472772541234,124.00246348536085,0.4965164819877109,7.626093384024043,Fair,2025-11-21 10:54:02
2025-05-27,25.3176,82.9739,0.8739955644644918,0.37929133913976476,0.39472544064935394,42.44421920360996,103.79617945423786,0.48306049801344103,19.270430130358246,Good,2025-11-21 10:54:02
2025-05-28,25.3176,82.9739,0.9189843362398672,0.38978660276428045,0.4043470997589708,41.67388299858892,121.35611729450989,0.3746547037708746,8.742164644379116,Good,2025-11-21 10:54:02
2025-05-29,25.3176,82.9739,0.9364394370326792,0.462757605406824,0.33853833107461123,40.71567003903855,120.51258650666998,0.42348283184431257,24.686803376894527,Good,2025-11-21 10:54:02
2025-05-30,25.3176,82.9739,0.8486828912367131,0.3965795790210294,0.3630586506680814,43.36777999327114,106.63184823953449,0.5221810164241594,7.299175746697157,Good,2025-11-21 10:54:02
2025-05-31,25.3176,82.9739,0.959122269020212,0.3219310020095788,0.4973963857480176,41.32642914897592,138.45970573446093,0.2876650926127686,11.14665913476037,Good,2025-11-21 10:54:02
2025-06-01,25.3176,82.9739,0.863147896058281,0.3928772728835905,0.3744117831121371,37.206930455651964,113.00117214215156,0.48368537400313166,4.762053917987417,Good,2025-11-21 10:54:02
2025-06-02,25.3176,82.9739,0.9324606713098004,0.29420134309244034,0.5203220778596909,43.61963250423159,105.8860769357677,0.4023874730091132,11.34448757093376,Poor,2025-11-21 10:54:02
2025-06-03,25.3176,82.9739,0.9330672721263165,0.2771554541264554,0.5419761203597387,43.08191687653489,97.60100572396122,0.41688919688636333,11.757434722601088,Good,2025-11-21 10:54:02
2025-06-04,25.3176,82.9739,0.9717478553944429,0.4463107793722112,0.3705326868036318,41.07813008801904,104.67131942575288,0.4679961990453673,1.5649438614111333,Good,2025-11-21 10:54:02
2025-06-05,25.3176,82.9739,0.9109016590486061,0.3961475263743628,0.393829198147798,41.73714160620798,106.73049624777569,0.4773110990159195,19.03829867366987,Good,2025-11-21 10:54:02
2025-06-06,25.3176,82.9739,0.9528086181791149,0.36970094375402207,0.44090998747008103,43.807359350881676,86.63091402354748,0.47361528324122193,4.850323257866041,Good,2025-11-21 10:54:02
2025-06-07,25.3176,82.9739,0.8863578806249721,0.26094639921057583,0.545113874629257,43.065567920156965,133.15933392865753,0.31380883084978395,5.940073265917192,Good,2025-11-21 10:54:02
2025-06-08,25.3176,82.9739,0.9013999803976612,0.3280183661937017,0.4663844620076285,44.39651554400102,107.5985708215237,0.3867183550082882,12.692174488246277,Good,2025-11-21 10:54:02
2025-06-09,25.3176,82.9739,0.9350415358711237,0.3699178697043827,0.43305842596245925,40.50646728211971,96.07547592485719,0.43284638259231323,23.62634015692856,Good,2025-11-21 10:54:02
2025-06-10,25.3176,82.9739,0.9963447059247761,0.37773751244623005,0.45019663682635663,37.32321095369242,136.03958154296743,0.4749753074748939,9.556634571760895,Good,2025-11-21 10:54:02
2025-06-11,25.3176,82.9739,0.9356463682835271,0.4127907361508253,0.3877493658210009,38.6238292605636,120.8683507731637,0.47027091945122423,17.31302324885854,Good,2025-11-21 10:54:02
2025-06-12,25.3176,82.9739,0.9253588133423349,0.370182291398724,0.4285286818527627,40.720660818186296,112.46364907901551,0.4627125488514129,3.749171415700384,Good,2025-11-21 10:54:02
2025-06-13,25.3176,82.9739,0.9451832006220954,0.36710417586951205,0.4405125242109872,37.39270002664829,127.82681650018664,0.48072395338156726,17.93974229532477,Good,2025-11-21 10:54:02
2025-06-14,25.3176,82.9739,0.9856571379369489,0.32497829645518644,0.5040904771033999,39.554584022322224,129.9736931118038,0.4984911502871303,27.230935265793466,Fair,2025-11-21 10:54:02
2025-06-15,25.3176,82.9739,0.9654672050245079,0.2971968812375056,0.5292542418882143,42.96602762296743,117.94076345661685,0.4666072283905874,22.29058569025996,Good,2025-11-21 10:54:02
2025-06-16,25.3176,82.9739,0.8274740153988651,0.3374768161307145,0.420616206250287,41.99588420325154,122.87349146414877,0.44027242260400096,10.49098785428514,Good,2025-11-21 10:54:02
2025-06-17,25.3176,82.9739,0.9292402735706787,0.35912085051372006,0.44251523300027745,37.454408981549065,126.97646229950902,0.5063245031660948,10.984536060462135,Good,2025-11-21 10:54:02
2025-06-18,25.3176,82.9739,0.9225716756328083,0.33252992297598516,0.4701147327545741,40.667432882204366,145.25083992832393,0.413353674558344,29.065739764125528,Good,2025-11-21 10:54:02
2025-06-19,25.3176,82.9739,0.9789612085973576,0.24043268168052861,0.6056521463199732,40.078578687163144,135.38606588171703,0.4042154149543723,29.322256088327503,Good,2025-11-21 10:54:02
2025-06-20,25.3176,82.9739,0.9754370194749116,0.2846806595854382,0.5481681364471791,39.742013851898236,121.13268310698436,0.41512749389808223,10.048590450672497,Poor,2025-11-21 10:54:02
2025-06-21,25.3176,82.9739,0.9040887030246871,0.29997204923897125,0.5017327012775652,37.688720499976895,115.90101778007589,0.46865132208600024,10.423485955279958,Good,2025-11-21 10:54:02
2025-06-22,25.3176,82.9739,0.8839761152427814,0.40884095644399665,0.3675192485988055,42.20264896019614,121.72025628009807,0.4471216840596908,11.142428678123022,Good,2025-11-21 10:54:02
2025-06-23,25.3176,82.9739,0.8610071746869222,0.2550561722646816,0.5429360295927925,34.095414731739616,118.21227017091287,0.3391563562710979,19.546236382259295,Good,2025-11-21 10:54:02
2025-06-24,25.3176,82.9739,0.9116654847192713,0.3505194436605636,0.44458306259016045,37.22384884013937,153.00437956607166,0.480442564357636,4.738629870428239,Fair,2025-11-21 10:54:02
2025-06-25,25.3176,82.9739,0.912834265185635,0.2800264275529441,0.5304960096613092,42.104495978080315,140.01931436567398,0.3547854137737063,5.016684186710644,Good,2025-11-21 10:54:02
2025-06-26,25.3176,82.9739,0.9554847045832224,0.28437506594472595,0.5412786627463535,37.29476508057356,134.7070407451018,0.4629764033631443,19.212850722384022,Good,2025-11-21 10:54:02
2025-06-27,25.3176,82.9739,1.0,0.3033802828243487,0.5344715784810479,38.59776301840976,140.42737289553926,0.3935531656054189,0.13293786889186365,Good,2025-11-21 10:54:02
2025-06-28,25.3176,82.9739,0.9470596587722603,0.23812539595858098,0.5981633500389218,36.82116452075438,113.58820650994761,0.41077928646164796,26.436830471008296,Fair,2025-11-21 10:54:02
2025-06-29,25.3176,82.9739,0.8891958863301139,0.2276849872315187,0.5922842038917436,39.057448598712725,120.68689311487753,0.40853860773037154,14.269564896544786,Good,2025-11-21 10:54:02
2025-06-30,25.3176,82.9739,0.9580410141925956,0.3055962816091592,0.5163227887459905,35.434858253517035,132.97516330130856,0.4707953654807372,0.5712603968119667,Good,2025-11-21 10:54:02
2025-07-01,25.3176,82.9739,0.9508489207812046,0.3135673632723204,0.5040124565743933,39.342720377485215,117.45538055586954,0.43430754656510284,22.19389731574968,Fair,2025-11-21 10:54:02
