Date,Latitude,Longitude,NDVI,NDWI,NDDI,Temperature_C,Precipitation_mm,Soil_Moisture,Cloud_Cover,Data_Quality,Recorded_At
2025-05-25,26.8467,80.9462,0.9159833171027487,0.3927027176389037,0.3998519014739548,44.78041802535302,102.82562425550447,0.5299311741747875,18.82001955889071,Good,2025-11-21 10:53:15
2025-05-26,26.8467,80.9462,0.8261709719962129,0.39782190727148325,0.3499604221112879,43.06188652198902,107.161945798987,0.5420801224406686,23.004942483322665,Good,2025-11-21 10:53:15
2025-05-27,26.8467,80.9462,0.9065731195879093,0.31094109672867354,0.48921976830160907,43.56081686622003,110.19851987346897,0.43529618334523573,22.731911842678997,Fair,2025-11-21 10:53:15
2025-05-28,26.8467,80.9462,0.9359274522059566,0.4007808952316025,0.40034653629580735,43.6633572250303,126.85971692738931,0.5129983420496298,27.967274187646435,Good,2025-11-21 10:53:15
2025-05-29,26.8467,80.9462,0.8932482672348556,0.40733538309921485,0.37361140436716017,43.36094717266823,101.36126958390724,0.5200953075049177,22.76755774448414,Poor,2025-11-21 10:53:15
2025-05-30,26.8467,80.9462,0.9037646809690085,0.38693739864843485,0.4004233745665894,41.09985172573642,81.6029622050134,0.4690897847580758,24.573458570087332,Good,2025-11-21 10:53:15
2025-05-31,26.8467,80.9462,0.8507507296132225,0.39813942458442836,0.36241082009597,40.13675219248048,104.94348178147739,0.4481520731423729,21.0982401604151,Good,2025-11-21 10:53:15
2025-06-01,26.8467,80.9462,0.9368731482216586,0.4103884219829186,0.39078137300369736,44.59110081624953,95.44310731184812,0.48059798588985464,25.489058847039473,Good,2025-11-21 10:53:15
2025-06-02,26.8467,80.9462,0.8700666084383814,0.3325449395616569,0.44696200508463024,42.070967923118985,130.39679647720516,0.4818887896977311,28.62941572470921,Good,2025-11-21 10:53:15
2025-06-03,26.8467,80.9462,0.9199343718558162,0.381260603867432,0.4139838978763138,40.04101435398533,101.16398071456001,0.48650770251599124,18.744783777275163,Good,2025-11-21 10:53:15
2025-06-04,26.8467,80.9462,0.8979287000133761,0.425218101264281,0.35726239768475426,42.65679257442985,114.70274734413442,0.4709092221070309,24.592697947405057,Good,2025-11-21 10:53:15
2025-06-05,26.8467,80.9462,0.9352167007907223,0.3153838363491522,0.4956281770113149,42.209241379327324,117.52476662861802,0.4836387854272487,0.7573170762824533,Good,2025-11-21 10:53:15
2025-06-06,26.8467,80.9462,0.9032407902215975,0.3876847552969186,0.3993693026484053,39.01085526102022,122.50157673147007,0.45608675671526566,13.677569300019666,Fair,2025-11-21 10:53:15
2025-06-07,26.8467,80.9462,1.0,0.3854158307256053,0.4436098935784125,41.892095366577536,143.07547417456254,0.4611022375689398,26.29859141703816,Good,2025-11-21 10:53:15
2025-06-08,26.8467,80.9462,0.9156943698363058,0.4491951266897124,0.34178535647008124,39.89198589205094,127.13246323680093,0.5144925290643025,26.869355483585792,Fair,2025-11-21 10:53:15
2025-06-09,26.8467,80.9462,0.9234176214846495,0.3908389343846902,0.4052319044413302,39.40759723273964,133.33662124794122,0.4742542410610633,14.223764228276274,Good,2025-11-21 10:53:15
2025-06-10,26.8467,80.9462,0.9333967264606156,0.3803726020626206,0.42094461512321674,39.59816689312992,129.8495835642845,0.4879853715675818,18.62676075144316,Good,2025-11-21 10:53:15
2025-06-11,26.8467,80.9462,0.9411180122253933,0.3518251936293365,0.4557762598403644,35.3388899420477,102.95042570988231,0.40623769692681244,1.3414384045745886,Good,2025-11-21 10:53:15
2025-06-12,26.8467,80.9462,1.0,0.33889249504686253,0.49377191025379585,41.660575786670016,119.52102603635959,0.41376419239581824,13.97149071097207,Good,2025-11-21 10:53:15
2025-06-13,26.8467,80.9462,0.9008942811697122,0.3623744310972474,0.42629081588148554,38.677928560657406,115.10598903900176,0.4282272115670319,12.821708565647587,Good,2025-11-21 10:53:15
2025-06-14,26.8467,80.9462,0.9021124285910621,0.2957005422598483,0.5062659205049351,36.04737151657752,140.26830944417648,0.4551306829456018,22.63215133649059,Good,2025-11-21 10:53:15
2025-06-15,26.8467,80.9462,1.0,0.42368238035550976,0.4048077208485901,42.57376152518178,126.48007859594681,0.482304514721296,15.34248788980009,Good,2025-11-21 10:53:15
2025-06-16,26.8467,80.9462,0.9897478671152226,0.3257145020291348,0.5047908481544243,38.52577162180413,116.87110687047047,0.48526346233780315,26.969317615003078,Fair,2025-11-21 10:53:15
2025-06-17,26.8467,80.9462,0.9205976102860225,0.26929063525067654,0.5473681897637682,38.82846257154377,108.92012529780938,0.40070799740412627,13.54384791357642,Good,2025-11-21 10:53:15
2025-06-18,26.8467,80.9462,0.9520226130864976,0.23605148594712705,0.6026317109862724,40.333904765195555,117.64626080573011,0.3841362569551459,15.331084816993549,Fair,2025-11-21 10:53:15
2025-06-19,26.8467,80.9462,0.8965808651428937,0.36696219311086753,0.41915363986254106,43.22216925297619,113.19579960247205,0.49706669665327674,12.150747258999703,Fair,2025-11-21 10:53:15
2025-06-20,26.8467,80.9462,0.8739941481167804,0.3179598323647835,0.46648975112336405,39.658090896902586,110.03787435638144,0.5197216342678495,0.5660476251560365,Good,2025-11-21 10:53:15
2025-06-21,26.8467,80.9462,0.9273039403108869,0.3327659376071655,0.47182939063575,38.96970155216634,131.6330498112203,0.42807658528374165,16.99692069491388,Good,2025-11-21 10:53:15
2025-06-22,26.8467,80.9462,0.859757166606761,0.3912044502585983,0.3745540310699537,39.37623928890399,121.4164536214563,0.44963538211661935,1.292795350839383,Fair,2025-11-21 10:53:15
2025-06-23,26.8467,80.9462,0.9273728723917837,0.3594279538457231,0.4413619473361279,37.15383578475136,125.16303373270846,0.45992198547284024,29.369348300946772,Good,2025-11-21 10:53:15
2025-06-24,26.8467,80.9462,0.9812904497613285,0.2674299442735019,0.5716736179218257,42.982502351957876,125.54902940975283,0.3487983802553607,21.63924781206944,Fair,2025-11-21 10:53:15
2025-06-25,26.8467,80.9462,0.9393834882769969,0.2162025225972471,0.6258131881244003,35.85111806838134,121.28505592210468,0.3629244275779494,1.1510732689452807,Good,2025-11-21 10:53:15
2025-06-26,26.8467,80.9462,1.0,0.3131106683268268,0.5231008689435914,34.971506487769894,132.62418567525117,0.4503838582171112,12.091124844019346,Good,2025-11-21 10:53:15
2025-06-27,26.8467,80.9462,0.9254611695087589,0.26209849029839194,0.5585931398699008,41.09278185361526,127.94275151397842,0.4004286818332807,3.708237587563624,Poor,2025-11-21 10:53:15
2025-06-28,26.8467,80.9462,0.956808672120111,0.30439712164918253,0.5172919071909543,36.99806092762437,126.24994857715072,0.4489988789132864,2.1656588310639524,Good,2025-11-21 10:53:15
2025-06-29,26.8467,80.9462,0.8804348174629221,0.32222986832720857,0.46414013455676395,36.60961522095566,123.03851412916167,0.42672787681543745,1.3458260049377602,Good,2025-11-21 10:53:15
2025-06-30,26.8467,80.9462,0.9240555535959359,0.29122218604557815,0.5207314730252193,29.95570408676704,104.32002667075596,0.35671549568876515,27.99997622320921,Good,2025-11-21 10:53:15
2025-07-01,26.8467,80.9462,0.991600279798538,0.3089716431365424,0.5248680404148498,36.56360151701309,132.665439237203,0.5024424234795362,8.563467106800266,Poor,2025-11-21 10:53:15
